wavelength, amplitude
701.774, 388.17
702.092, 396.16
702.41, 418.69
702.728, 410.71
703.046, 424.37
703.364, 436.08
703.682, 406.09
704, 431.47
704.318, 419.22
704.635, 419.93
704.953, 402.01
705.271, 399
705.588, 417.98
705.906, 427.39
706.223, 653.43
706.541, 965.53
706.858, 1606.94
707.176, 1785.97
707.493, 1127.7
707.81, 749.42
708.127, 549.81
708.444, 472.81
708.761, 439.98
709.078, 401.13
709.395, 410
709.712, 400.06
710.029, 394.38
710.346, 405.92
710.663, 418.69
710.98, 387.82
711.296, 372.03
711.613, 393.14
711.929, 377.53
712.246, 388.88
712.562, 395.45
712.879, 398.64
713.195, 412.66
713.512, 375.04
713.828, 395.98
714.144, 406.8
714.46, 430.4
714.776, 484.16
715.092, 550.17
715.408, 462.87
715.724, 426.85
716.04, 409.47
716.356, 407.34
716.672, 383.03
716.988, 397.04
717.303, 386.93
717.619, 383.74
717.935, 391.9
718.25, 395.45
718.566, 389.59
718.881, 394.21
719.196, 392.61
719.512, 397.93
719.827, 395.45
