wavelength, amplitude
574.594, 3960.28
574.931, 3932.6
575.268, 4075.61
575.605, 4333.95
575.942, 4398.53
576.279, 4403.15
576.616, 4601.51
576.952, 4723.76
577.289, 4705.31
577.626, 4751.44
577.963, 4952.12
578.299, 5074.37
578.636, 5203.54
578.972, 5374.22
579.309, 5069.75
579.645, 5083.59
579.982, 5023.62
580.318, 4926.74
580.654, 4975.18
580.991, 5002.86
581.327, 4871.39
581.663, 4878.31
581.999, 4686.86
582.335, 4444.67
582.671, 3683.49
583.007, 3344.42
583.343, 3169.12
583.679, 3335.19
584.015, 3136.83
584.351, 3355.95
584.686, 3480.51
585.022, 3411.31
585.358, 3438.99
585.693, 3552.01
586.029, 3625.82
586.364, 3591.23
586.7, 3741.15
587.035, 3902.62
587.371, 3930.3
587.706, 3999.49
588.041, 4080.22
588.376, 3983.35
588.712, 4077.92
589.047, 4220.93
589.382, 4209.39
589.717, 4352.4
590.052, 4479.26
590.387, 4460.81
590.722, 4301.66
591.057, 4250.91
591.391, 3962.59
591.726, 3886.47
592.061, 3688.1
592.395, 3715.78
592.73, 3524.33
593.065, 3471.28
593.399, 3466.67
593.734, 3242.93
594.068, 3076.85
594.402, 3053.79
594.737, 3019.19
595.071, 2878.49
595.405, 2843.89
595.739, 2793.14
596.074, 2753.93
596.408, 2673.2
596.742, 2735.48
597.076, 2765.46
597.41, 2703.19
597.744, 2811.6
598.077, 2864.65
598.411, 3157.59
598.745, 3607.37
599.079, 3847.26
599.412, 4142.5
599.746, 4172.49
600.079, 4237.07
600.413, 4580.76
600.746, 4871.39
601.08, 4931.36
601.413, 5173.55
601.747, 5625.64
602.08, 5828.62
602.413, 5817.09
602.746, 5888.59
603.079, 5983.17
603.412, 6545.97
603.746, 6693.6
604.079, 6968.08
604.411, 7743.1
604.744, 7987.6
605.077, 8130.61
605.41, 8305.91
605.743, 9007.11
606.075, 9223.93
606.408, 9941.28
606.741, 10575.6
607.073, 11369.07
607.406, 12171.76
607.738, 12838.37
608.071, 12780.7
608.403, 11835
608.735, 8462.76
609.068, 5127.42
609.4, 3406.7
609.732, 2622.46
610.064, 2449.46
610.396, 2391.8
610.728, 2361.81
611.06, 2553.26
611.392, 2756.24
611.724, 2968.44
612.056, 2917.7
612.388, 3192.18
612.72, 3173.73
613.051, 3353.65
613.383, 3261.38
613.714, 3180.65
614.046, 3367.49
614.378, 3372.1
614.709, 3503.57
615.04, 3300.59
615.372, 3312.13
615.703, 3095.31
616.034, 3051.48
616.366, 2855.42
616.697, 2726.25
617.028, 2657.05
617.359, 2520.97
617.69, 2269.55
618.021, 2299.53
618.352, 2391.8
618.683, 2320.29
619.014, 2230.33
619.344, 2301.84
619.675, 2211.88
620.006, 1972
620.336, 1944.32
620.667, 1988.14
620.998, 1935.09
621.328, 1914.33
621.659, 2011.21
621.989, 1937.4
622.319, 2018.13
622.65, 1923.56
622.98, 1810.53
623.31, 1817.45
623.64, 1803.61
623.97, 1845.13
624.3, 1852.05
624.63, 1953.54
624.96, 2172.67
625.29, 2401.02
625.62, 2435.62
625.95, 2606.31
626.28, 2652.44
626.609, 2783.92
626.939, 2751.62
627.269, 3016.88
627.598, 3028.42
627.928, 2954.61
628.257, 3173.73
628.587, 3406.7
628.916, 3335.19
629.245, 3475.9
629.575, 3360.57
629.904, 3141.44
630.233, 2936.15
630.562, 2636.29
630.891, 2288
631.22, 2068.87
631.549, 2027.35
631.878, 1893.57
632.207, 1803.61
632.536, 1868.2
632.865, 1898.18
633.194, 1845.13
633.522, 1704.43
633.851, 1658.3
634.18, 1695.2
634.508, 1655.99
634.837, 1637.54
635.165, 1752.87
635.494, 1715.96
635.822, 1688.28
636.15, 1621.39
636.479, 1695.2
636.807, 1752.87
637.135, 1771.32
637.463, 1932.78
637.791, 1978.92
638.119, 2025.05
638.447, 2186.51
638.775, 2352.58
639.103, 2401.02
639.431, 2497.9
639.758, 2502.51
640.086, 2597.08
